date,ingredient_name,ingredient_unit,opening_stock,used_today,closing_stock,reorder_point,lead_time_days,reorder_flag
2023-04-05,sugar,g,-133751.0,1679.0,-135430.0,10000,4,True
2023-04-06,coffee,g,-230890.0,2430.0,-233320.0,15000,7,True
2023-04-06,milk,ml,-1549280.0,15820.0,-1565100.0,60000,3,True
2023-04-06,chocolate,g,-22775.0,425.0,-23200.0,8000,5,True
2023-04-06,sugar,g,-135430.0,1527.0,-136957.0,10000,4,True
2023-04-07,coffee,g,-233320.0,3222.0,-236542.0,15000,7,True
2023-04-07,milk,ml,-1565100.0,18580.0,-1583680.0,60000,3,True
2023-04-07,chocolate,g,-23200.0,500.0,-23700.0,8000,5,True
2023-04-07,sugar,g,-136957.0,1970.5,-138927.5,10000,4,True
2023-04-08,coffee,g,-236542.0,3366.0,-239908.0,15000,7,True
2023-04-08,milk,ml,-1583680.0,21900.0,-1605580.0,60000,3,True
2023-04-08,chocolate,g,-23700.0,750.0,-24450.0,8000,5,True
2023-04-08,sugar,g,-138927.5,2138.5,-141066.0,10000,4,True
2023-04-09,coffee,g,-239908.0,2934.0,-242842.0,15000,7,True
2023-04-09,milk,ml,-1605580.0,19320.0,-1624900.0,60000,3,True
2023-04-09,chocolate,g,-24450.0,525.0,-24975.0,8000,5,True
2023-04-09,sugar,g,-141066.0,1831.5,-142897.5,10000,4,True
2023-04-10,coffee,g,-242842.0,2664.0,-245506.0,15000,7,True
2023-04-10,milk,ml,-1624900.0,16320.0,-1641220.0,60000,3,True
2023-04-10,chocolate,g,-24975.0,525.0,-25500.0,8000,5,True
2023-04-10,sugar,g,-142897.5,1692.5,-144590.0,10000,4,True
2023-04-11,coffee,g,-245506.0,2574.0,-248080.0,15000,7,True
2023-04-11,milk,ml,-1641220.0,16000.0,-1657220.0,60000,3,True
2023-04-11,chocolate,g,-25500.0,500.0,-26000.0,8000,5,True
2023-04-11,sugar,g,-144590.0,1613.5,-146203.5,10000,4,True
2023-04-12,coffee,g,-248080.0,2880.0,-250960.0,15000,7,True
2023-04-12,milk,ml,-1657220.0,15520.0,-1672740.0,60000,3,True
2023-04-12,chocolate,g,-26000.0,425.0,-26425.0,8000,5,True
2023-04-12,sugar,g,-146203.5,1760.0,-147963.5,10000,4,True
2023-04-13,coffee,g,-250960.0,2538.0,-253498.0,15000,7,True
2023-04-13,milk,ml,-1672740.0,17060.0,-1689800.0,60000,3,True
2023-04-13,chocolate,g,-26425.0,550.0,-26975.0,8000,5,True
2023-04-13,sugar,g,-147963.5,1626.5,-149590.0,10000,4,True
2023-04-14,coffee,g,-253498.0,2754.0,-256252.0,15000,7,True
2023-04-14,milk,ml,-1689800.0,15660.0,-1705460.0,60000,3,True
2023-04-14,chocolate,g,-26975.0,525.0,-27500.0,8000,5,True
2023-04-14,sugar,g,-149590.0,1697.0,-151287.0,10000,4,True
2023-04-15,coffee,g,-256252.0,3168.0,-259420.0,15000,7,True
2023-04-15,milk,ml,-1705460.0,16580.0,-1722040.0,60000,3,True
2023-04-15,chocolate,g,-27500.0,625.0,-28125.0,8000,5,True
2023-04-15,sugar,g,-151287.0,2009.0,-153296.0,10000,4,True
2023-04-16,coffee,g,-259420.0,3456.0,-262876.0,15000,7,True
2023-04-16,milk,ml,-1722040.0,19240.0,-1741280.0,60000,3,True
2023-04-16,chocolate,g,-28125.0,575.0,-28700.0,8000,5,True
2023-04-16,sugar,g,-153296.0,2132.0,-155428.0,10000,4,True
2023-04-17,coffee,g,-262876.0,2502.0,-265378.0,15000,7,True
2023-04-17,milk,ml,-1741280.0,14660.0,-1755940.0,60000,3,True
2023-04-17,chocolate,g,-28700.0,475.0,-29175.0,8000,5,True
2023-04-17,sugar,g,-155428.0,1568.5,-156996.5,10000,4,True
2023-04-18,coffee,g,-265378.0,2430.0,-267808.0,15000,7,True
2023-04-18,milk,ml,-1755940.0,14460.0,-1770400.0,60000,3,True
2023-04-18,chocolate,g,-29175.0,450.0,-29625.0,8000,5,True
2023-04-18,sugar,g,-156996.5,1502.5,-158499.0,10000,4,True
2023-04-19,coffee,g,-267808.0,2448.0,-270256.0,15000,7,True
2023-04-19,milk,ml,-1770400.0,15220.0,-1785620.0,60000,3,True
2023-04-19,chocolate,g,-29625.0,500.0,-30125.0,8000,5,True
2023-04-19,sugar,g,-158499.0,1563.5,-160062.5,10000,4,True
2023-04-20,coffee,g,-270256.0,2646.0,-272902.0,15000,7,True
2023-04-20,milk,ml,-1785620.0,17640.0,-1803260.0,60000,3,True
2023-04-20,chocolate,g,-30125.0,450.0,-30575.0,8000,5,True
2023-04-20,sugar,g,-160062.5,1630.5,-161693.0,10000,4,True
2023-04-21,coffee,g,-272902.0,3060.0,-275962.0,15000,7,True
2023-04-21,milk,ml,-1803260.0,20040.0,-1823300.0,60000,3,True
2023-04-21,chocolate,g,-30575.0,600.0,-31175.0,8000,5,True
2023-04-21,sugar,g,-161693.0,1932.0,-163625.0,10000,4,True
2023-04-22,coffee,g,-275962.0,3114.0,-279076.0,15000,7,True
2023-04-22,milk,ml,-1823300.0,21640.0,-1844940.0,60000,3,True
2023-04-22,chocolate,g,-31175.0,575.0,-31750.0,8000,5,True
2023-04-22,sugar,g,-163625.0,1952.0,-165577.0,10000,4,True
2023-04-23,coffee,g,-279076.0,3042.0,-282118.0,15000,7,True
2023-04-23,milk,ml,-1844940.0,20220.0,-1865160.0,60000,3,True
2023-04-23,chocolate,g,-31750.0,675.0,-32425.0,8000,5,True
2023-04-23,sugar,g,-165577.0,1953.5,-167530.5,10000,4,True
2023-04-24,coffee,g,-282118.0,2556.0,-284674.0,15000,7,True
2023-04-24,milk,ml,-1865160.0,17560.0,-1882720.0,60000,3,True
2023-04-24,chocolate,g,-32425.0,575.0,-33000.0,8000,5,True
2023-04-24,sugar,g,-167530.5,1645.0,-169175.5,10000,4,True
2023-04-25,coffee,g,-284674.0,2754.0,-287428.0,15000,7,True
2023-04-25,milk,ml,-1882720.0,16240.0,-1898960.0,60000,3,True
2023-04-25,chocolate,g,-33000.0,350.0,-33350.0,8000,5,True
2023-04-25,sugar,g,-169175.5,1630.0,-170805.5,10000,4,True
2023-04-26,coffee,g,-287428.0,2736.0,-290164.0,15000,7,True
2023-04-26,milk,ml,-1898960.0,16780.0,-1915740.0,60000,3,True
2023-04-26,chocolate,g,-33350.0,500.0,-33850.0,8000,5,True
2023-04-26,sugar,g,-170805.5,1748.5,-172554.0,10000,4,True
2023-04-27,coffee,g,-290164.0,2484.0,-292648.0,15000,7,True
2023-04-27,milk,ml,-1915740.0,16540.0,-1932280.0,60000,3,True
2023-04-27,chocolate,g,-33850.0,575.0,-34425.0,8000,5,True
2023-04-27,sugar,g,-172554.0,1586.5,-174140.5,10000,4,True
2023-04-28,coffee,g,-292648.0,3222.0,-295870.0,15000,7,True
2023-04-28,milk,ml,-1932280.0,19880.0,-1952160.0,60000,3,True
2023-04-28,chocolate,g,-34425.0,550.0,-34975.0,8000,5,True
2023-04-28,sugar,g,-174140.5,2002.0,-176142.5,10000,4,True
2023-04-29,coffee,g,-295870.0,3168.0,-299038.0,15000,7,True
2023-04-29,milk,ml,-1952160.0,18520.0,-1970680.0,60000,3,True
2023-04-29,chocolate,g,-34975.0,575.0,-35550.0,8000,5,True
2023-04-29,sugar,g,-176142.5,1901.0,-178043.5,10000,4,True
2023-04-30,coffee,g,-299038.0,3546.0,-302584.0,15000,7,True
2023-04-30,milk,ml,-1970680.0,22620.0,-1993300.0,60000,3,True
2023-04-30,chocolate,g,-35550.0,675.0,-36225.0,8000,5,True
2023-04-30,sugar,g,-178043.5,2236.5,-180280.0,10000,4,True
2023-05-01,coffee,g,-302584.0,2358.0,-304942.0,15000,7,True
2023-05-01,milk,ml,-1993300.0,14940.0,-2008240.0,60000,3,True
2023-05-01,chocolate,g,-36225.0,525.0,-36750.0,8000,5,True
2023-05-01,sugar,g,-180280.0,1514.0,-181794.0,10000,4,True
2023-05-02,coffee,g,-304942.0,2322.0,-307264.0,15000,7,True
2023-05-02,milk,ml,-2008240.0,13860.0,-2022100.0,60000,3,True
2023-05-02,chocolate,g,-36750.0,450.0,-37200.0,8000,5,True
2023-05-02,sugar,g,-181794.0,1434.5,-183228.5,10000,4,True
2023-05-03,coffee,g,-307264.0,2646.0,-309910.0,15000,7,True
2023-05-03,milk,ml,-2022100.0,16340.0,-2038440.0,60000,3,True
2023-05-03,chocolate,g,-37200.0,475.0,-37675.0,8000,5,True
2023-05-03,sugar,g,-183228.5,1649.5,-184878.0,10000,4,True
2023-05-04,coffee,g,-309910.0,2664.0,-312574.0,15000,7,True
2023-05-04,milk,ml,-2038440.0,16760.0,-2055200.0,60000,3,True
2023-05-04,chocolate,g,-37675.0,475.0,-38150.0,8000,5,True
2023-05-04,sugar,g,-184878.0,1623.0,-186501.0,10000,4,True
2023-05-05,coffee,g,-312574.0,5346.0,-317920.0,15000,7,True
2023-05-05,milk,ml,-2055200.0,34780.0,-2089980.0,60000,3,True
2023-05-05,chocolate,g,-38150.0,1025.0,-39175.0,8000,5,True
2023-05-05,sugar,g,-186501.0,3315.0,-189816.0,10000,4,True
2023-05-06,coffee,g,-317920.0,3366.0,-321286.0,15000,7,True
2023-05-06,milk,ml,-2089980.0,20260.0,-2110240.0,60000,3,True
2023-05-06,chocolate,g,-39175.0,500.0,-39675.0,8000,5,True
2023-05-06,sugar,g,-189816.0,2052.5,-191868.5,10000,4,True
2023-05-07,coffee,g,-321286.0,3186.0,-324472.0,15000,7,True
2023-05-07,milk,ml,-2110240.0,18100.0,-2128340.0,60000,3,True
2023-05-07,chocolate,g,-39675.0,575.0,-40250.0,8000,5,True
2023-05-07,sugar,g,-191868.5,1991.5,-193860.0,10000,4,True
2023-05-08,coffee,g,-324472.0,2592.0,-327064.0,15000,7,True
2023-05-08,milk,ml,-2128340.0,17720.0,-2146060.0,60000,3,True
2023-05-08,chocolate,g,-40250.0,550.0,-40800.0,8000,5,True
2023-05-08,sugar,g,-193860.0,1663.0,-195523.0,10000,4,True
2023-05-09,coffee,g,-327064.0,2502.0,-329566.0,15000,7,True
2023-05-09,milk,ml,-2146060.0,16180.0,-2162240.0,60000,3,True
2023-05-09,chocolate,g,-40800.0,425.0,-41225.0,8000,5,True
2023-05-09,sugar,g,-195523.0,1545.0,-197068.0,10000,4,True
2023-05-10,coffee,g,-329566.0,2628.0,-332194.0,15000,7,True
2023-05-10,milk,ml,-2162240.0,15760.0,-2178000.0,60000,3,True
2023-05-10,chocolate,g,-41225.0,500.0,-41725.0,8000,5,True
2023-05-10,sugar,g,-197068.0,1666.0,-198734.0,10000,4,True
2023-05-11,coffee,g,-332194.0,2790.0,-334984.0,15000,7,True
2023-05-11,milk,ml,-2178000.0,15940.0,-2193940.0,60000,3,True
2023-05-11,chocolate,g,-41725.0,425.0,-42150.0,8000,5,True
2023-05-11,sugar,g,-198734.0,1724.5,-200458.5,10000,4,True
2023-05-12,coffee,g,-334984.0,3438.0,-338422.0,15000,7,True
2023-05-12,milk,ml,-2193940.0,23140.0,-2217080.0,60000,3,True
2023-05-12,chocolate,g,-42150.0,575.0,-42725.0,8000,5,True
2023-05-12,sugar,g,-200458.5,2071.0,-202529.5,10000,4,True
2023-05-13,coffee,g,-338422.0,3744.0,-342166.0,15000,7,True
2023-05-13,milk,ml,-2217080.0,23800.0,-2240880.0,60000,3,True
2023-05-13,chocolate,g,-42725.0,725.0,-43450.0,8000,5,True
2023-05-13,sugar,g,-202529.5,2325.0,-204854.5,10000,4,True
2023-05-14,coffee,g,-342166.0,3438.0,-345604.0,15000,7,True
2023-05-14,milk,ml,-2240880.0,19880.0,-2260760.0,60000,3,True
2023-05-14,chocolate,g,-43450.0,550.0,-44000.0,8000,5,True
2023-05-14,sugar,g,-204854.5,2092.5,-206947.0,10000,4,True
2023-05-15,coffee,g,-345604.0,2268.0,-347872.0,15000,7,True
2023-05-15,milk,ml,-2260760.0,13660.0,-2274420.0,60000,3,True
2023-05-15,chocolate,g,-44000.0,500.0,-44500.0,8000,5,True
2023-05-15,sugar,g,-206947.0,1478.0,-208425.0,10000,4,True
2023-05-16,coffee,g,-347872.0,2394.0,-350266.0,15000,7,True
2023-05-16,milk,ml,-2274420.0,13720.0,-2288140.0,60000,3,True
2023-05-16,chocolate,g,-44500.0,350.0,-44850.0,8000,5,True
2023-05-16,sugar,g,-208425.0,1455.0,-209880.0,10000,4,True
2023-05-17,coffee,g,-350266.0,2934.0,-353200.0,15000,7,True
2023-05-17,milk,ml,-2288140.0,16360.0,-2304500.0,60000,3,True
2023-05-17,chocolate,g,-44850.0,350.0,-45200.0,8000,5,True
2023-05-17,sugar,g,-209880.0,1742.5,-211622.5,10000,4,True
2023-05-18,coffee,g,-353200.0,2394.0,-355594.0,15000,7,True
2023-05-18,milk,ml,-2304500.0,15140.0,-2319640.0,60000,3,True
2023-05-18,chocolate,g,-45200.0,400.0,-45600.0,8000,5,True
2023-05-18,sugar,g,-211622.5,1466.5,-213089.0,10000,4,True
2023-05-19,coffee,g,-355594.0,3258.0,-358852.0,15000,7,True
2023-05-19,milk,ml,-2319640.0,20840.0,-2340480.0,60000,3,True
2023-05-19,chocolate,g,-45600.0,700.0,-46300.0,8000,5,True
2023-05-19,sugar,g,-213089.0,2082.5,-215171.5,10000,4,True
2023-05-20,coffee,g,-358852.0,3240.0,-362092.0,15000,7,True
2023-05-20,milk,ml,-2340480.0,20640.0,-2361120.0,60000,3,True
2023-05-20,chocolate,g,-46300.0,525.0,-46825.0,8000,5,True
2023-05-20,sugar,g,-215171.5,2013.5,-217185.0,10000,4,True
2023-05-21,coffee,g,-362092.0,3150.0,-365242.0,15000,7,True
2023-05-21,milk,ml,-2361120.0,19900.0,-2381020.0,60000,3,True
2023-05-21,chocolate,g,-46825.0,575.0,-47400.0,8000,5,True
2023-05-21,sugar,g,-217185.0,1972.0,-219157.0,10000,4,True
2023-05-22,coffee,g,-365242.0,2754.0,-367996.0,15000,7,True
2023-05-22,milk,ml,-2381020.0,18580.0,-2399600.0,60000,3,True
2023-05-22,chocolate,g,-47400.0,575.0,-47975.0,8000,5,True
2023-05-22,sugar,g,-219157.0,1719.5,-220876.5,10000,4,True
2023-05-23,coffee,g,-367996.0,2520.0,-370516.0,15000,7,True
2023-05-23,milk,ml,-2399600.0,14720.0,-2414320.0,60000,3,True
2023-05-23,chocolate,g,-47975.0,475.0,-48450.0,8000,5,True
2023-05-23,sugar,g,-220876.5,1600.0,-222476.5,10000,4,True
2023-05-24,coffee,g,-370516.0,2790.0,-373306.0,15000,7,True
2023-05-24,milk,ml,-2414320.0,19000.0,-2433320.0,60000,3,True
2023-05-24,chocolate,g,-48450.0,500.0,-48950.0,8000,5,True
2023-05-24,sugar,g,-222476.5,1733.5,-224210.0,10000,4,True
2023-05-25,coffee,g,-373306.0,2988.0,-376294.0,15000,7,True
2023-05-25,milk,ml,-2433320.0,17860.0,-2451180.0,60000,3,True
2023-05-25,chocolate,g,-48950.0,425.0,-49375.0,8000,5,True
2023-05-25,sugar,g,-224210.0,1811.0,-226021.0,10000,4,True
2023-05-26,coffee,g,-376294.0,3366.0,-379660.0,15000,7,True
2023-05-26,milk,ml,-2451180.0,22740.0,-2473920.0,60000,3,True
2023-05-26,chocolate,g,-49375.0,750.0,-50125.0,8000,5,True
2023-05-26,sugar,g,-226021.0,2197.5,-228218.5,10000,4,True
2023-05-27,coffee,g,-379660.0,3330.0,-382990.0,15000,7,True
2023-05-27,milk,ml,-2473920.0,18720.0,-2492640.0,60000,3,True
2023-05-27,chocolate,g,-50125.0,525.0,-50650.0,8000,5,True
2023-05-27,sugar,g,-228218.5,2043.0,-230261.5,10000,4,True
2023-05-28,coffee,g,-382990.0,3096.0,-386086.0,15000,7,True
2023-05-28,milk,ml,-2492640.0,19220.0,-2511860.0,60000,3,True
2023-05-28,chocolate,g,-50650.0,700.0,-51350.0,8000,5,True
2023-05-28,sugar,g,-230261.5,1973.0,-232234.5,10000,4,True
2023-05-29,coffee,g,-386086.0,2682.0,-388768.0,15000,7,True
2023-05-29,milk,ml,-2511860.0,14820.0,-2526680.0,60000,3,True
2023-05-29,chocolate,g,-51350.0,450.0,-51800.0,8000,5,True
2023-05-29,sugar,g,-232234.5,1678.5,-233913.0,10000,4,True
2023-05-30,coffee,g,-388768.0,2682.0,-391450.0,15000,7,True
2023-05-30,milk,ml,-2526680.0,15580.0,-2542260.0,60000,3,True
2023-05-30,chocolate,g,-51800.0,275.0,-52075.0,8000,5,True
2023-05-30,sugar,g,-233913.0,1578.5,-235491.5,10000,4,True
2023-05-31,coffee,g,-391450.0,2340.0,-393790.0,15000,7,True
2023-05-31,milk,ml,-2542260.0,14140.0,-2556400.0,60000,3,True
2023-05-31,chocolate,g,-52075.0,350.0,-52425.0,8000,5,True
2023-05-31,sugar,g,-235491.5,1424.5,-236916.0,10000,4,True
2023-06-01,coffee,g,-393790.0,2682.0,-396472.0,15000,7,True
2023-06-01,milk,ml,-2556400.0,16640.0,-2573040.0,60000,3,True
2023-06-01,chocolate,g,-52425.0,475.0,-52900.0,8000,5,True
2023-06-01,sugar,g,-236916.0,1664.0,-238580.0,10000,4,True
2023-06-02,coffee,g,-396472.0,3222.0,-399694.0,15000,7,True
2023-06-02,milk,ml,-2573040.0,20460.0,-2593500.0,60000,3,True
2023-06-02,chocolate,g,-52900.0,675.0,-53575.0,8000,5,True
2023-06-02,sugar,g,-238580.0,2044.5,-240624.5,10000,4,True
2023-06-03,coffee,g,-399694.0,3204.0,-402898.0,15000,7,True
2023-06-03,milk,ml,-2593500.0,19700.0,-2613200.0,60000,3,True
2023-06-03,chocolate,g,-53575.0,625.0,-54200.0,8000,5,True
2023-06-03,sugar,g,-240624.5,2014.5,-242639.0,10000,4,True
2023-06-04,coffee,g,-402898.0,3132.0,-406030.0,15000,7,True
2023-06-04,milk,ml,-2613200.0,21580.0,-2634780.0,60000,3,True
2023-06-04,chocolate,g,-54200.0,725.0,-54925.0,8000,5,True
2023-06-04,sugar,g,-242639.0,1993.5,-244632.5,10000,4,True
2023-06-05,coffee,g,-406030.0,3006.0,-409036.0,15000,7,True
2023-06-05,milk,ml,-2634780.0,19220.0,-2654000.0,60000,3,True
2023-06-05,chocolate,g,-54925.0,550.0,-55475.0,8000,5,True
2023-06-05,sugar,g,-244632.5,1898.0,-246530.5,10000,4,True
2023-06-06,coffee,g,-409036.0,3744.0,-412780.0,15000,7,True
2023-06-06,milk,ml,-2654000.0,23620.0,-2677620.0,60000,3,True
2023-06-06,chocolate,g,-55475.0,725.0,-56200.0,8000,5,True
2023-06-06,sugar,g,-246530.5,2397.0,-248927.5,10000,4,True
2023-06-07,coffee,g,-412780.0,2502.0,-415282.0,15000,7,True
2023-06-07,milk,ml,-2677620.0,16580.0,-2694200.0,60000,3,True
2023-06-07,chocolate,g,-56200.0,475.0,-56675.0,8000,5,True
2023-06-07,sugar,g,-248927.5,1540.5,-250468.0,10000,4,True
2023-06-08,coffee,g,-415282.0,2592.0,-417874.0,15000,7,True
2023-06-08,milk,ml,-2694200.0,18000.0,-2712200.0,60000,3,True
2023-06-08,chocolate,g,-56675.0,675.0,-57350.0,8000,5,True
2023-06-08,sugar,g,-250468.0,1735.0,-252203.0,10000,4,True
2023-06-09,coffee,g,-417874.0,3780.0,-421654.0,15000,7,True
2023-06-09,milk,ml,-2712200.0,24300.0,-2736500.0,60000,3,True
2023-06-09,chocolate,g,-57350.0,750.0,-58100.0,8000,5,True
2023-06-09,sugar,g,-252203.0,2382.0,-254585.0,10000,4,True
2023-06-10,coffee,g,-421654.0,3438.0,-425092.0,15000,7,True
2023-06-10,milk,ml,-2736500.0,22180.0,-2758680.0,60000,3,True
2023-06-10,chocolate,g,-58100.0,650.0,-58750.0,8000,5,True
2023-06-10,sugar,g,-254585.0,2173.5,-256758.5,10000,4,True
2023-06-11,coffee,g,-425092.0,3492.0,-428584.0,15000,7,True
2023-06-11,milk,ml,-2758680.0,21760.0,-2780440.0,60000,3,True
2023-06-11,chocolate,g,-58750.0,575.0,-59325.0,8000,5,True
2023-06-11,sugar,g,-256758.5,2134.5,-258893.0,10000,4,True
2023-06-12,coffee,g,-428584.0,2340.0,-430924.0,15000,7,True
2023-06-12,milk,ml,-2780440.0,16700.0,-2797140.0,60000,3,True
2023-06-12,chocolate,g,-59325.0,550.0,-59875.0,8000,5,True
2023-06-12,sugar,g,-258893.0,1518.0,-260411.0,10000,4,True
2023-06-13,coffee,g,-430924.0,2790.0,-433714.0,15000,7,True
2023-06-13,milk,ml,-2797140.0,17860.0,-2815000.0,60000,3,True
2023-06-13,chocolate,g,-59875.0,500.0,-60375.0,8000,5,True
2023-06-13,sugar,g,-260411.0,1713.0,-262124.0,10000,4,True
2023-06-14,coffee,g,-433714.0,2484.0,-436198.0,15000,7,True
2023-06-14,milk,ml,-2815000.0,14100.0,-2829100.0,60000,3,True
2023-06-14,chocolate,g,-60375.0,450.0,-60825.0,8000,5,True
2023-06-14,sugar,g,-262124.0,1575.0,-263699.0,10000,4,True
2023-06-15,coffee,g,-436198.0,2304.0,-438502.0,15000,7,True
2023-06-15,milk,ml,-2829100.0,14340.0,-2843440.0,60000,3,True
2023-06-15,chocolate,g,-60825.0,525.0,-61350.0,8000,5,True
2023-06-15,sugar,g,-263699.0,1447.5,-265146.5,10000,4,True
2023-06-16,coffee,g,-438502.0,3294.0,-441796.0,15000,7,True
2023-06-16,milk,ml,-2843440.0,20720.0,-2864160.0,60000,3,True
2023-06-16,chocolate,g,-61350.0,550.0,-61900.0,8000,5,True
2023-06-16,sugar,g,-265146.5,2072.0,-267218.5,10000,4,True
2023-06-17,coffee,g,-441796.0,3294.0,-445090.0,15000,7,True
2023-06-17,milk,ml,-2864160.0,22160.0,-2886320.0,60000,3,True
2023-06-17,chocolate,g,-61900.0,700.0,-62600.0,8000,5,True
2023-06-17,sugar,g,-267218.5,2109.5,-269328.0,10000,4,True
2023-06-18,coffee,g,-445090.0,3240.0,-448330.0,15000,7,True
2023-06-18,milk,ml,-2886320.0,18380.0,-2904700.0,60000,3,True
2023-06-18,chocolate,g,-62600.0,550.0,-63150.0,8000,5,True
2023-06-18,sugar,g,-269328.0,1986.5,-271314.5,10000,4,True
2023-06-19,coffee,g,-448330.0,2412.0,-450742.0,15000,7,True
2023-06-19,milk,ml,-2904700.0,17880.0,-2922580.0,60000,3,True
2023-06-19,chocolate,g,-63150.0,600.0,-63750.0,8000,5,True
2023-06-19,sugar,g,-271314.5,1584.0,-272898.5,10000,4,True
2023-06-20,coffee,g,-450742.0,2484.0,-453226.0,15000,7,True
2023-06-20,milk,ml,-2922580.0,16740.0,-2939320.0,60000,3,True
2023-06-20,chocolate,g,-63750.0,600.0,-64350.0,8000,5,True
2023-06-20,sugar,g,-272898.5,1604.0,-274502.5,10000,4,True
2023-06-21,coffee,g,-453226.0,2844.0,-456070.0,15000,7,True
2023-06-21,milk,ml,-2939320.0,18960.0,-2958280.0,60000,3,True
2023-06-21,chocolate,g,-64350.0,600.0,-64950.0,8000,5,True
2023-06-21,sugar,g,-274502.5,1812.5,-276315.0,10000,4,True
2023-06-22,coffee,g,-456070.0,2646.0,-458716.0,15000,7,True
2023-06-22,milk,ml,-2958280.0,16520.0,-2974800.0,60000,3,True
2023-06-22,chocolate,g,-64950.0,475.0,-65425.0,8000,5,True
2023-06-22,sugar,g,-276315.0,1629.5,-277944.5,10000,4,True
2023-06-23,coffee,g,-458716.0,3222.0,-461938.0,15000,7,True
2023-06-23,milk,ml,-2974800.0,21320.0,-2996120.0,60000,3,True
2023-06-23,chocolate,g,-65425.0,775.0,-66200.0,8000,5,True
2023-06-23,sugar,g,-277944.5,2066.0,-280010.5,10000,4,True
2023-06-24,coffee,g,-461938.0,3888.0,-465826.0,15000,7,True
2023-06-24,milk,ml,-2996120.0,24560.0,-3020680.0,60000,3,True
2023-06-24,chocolate,g,-66200.0,700.0,-66900.0,8000,5,True
2023-06-24,sugar,g,-280010.5,2395.5,-282406.0,10000,4,True
2023-06-25,coffee,g,-465826.0,3456.0,-469282.0,15000,7,True
2023-06-25,milk,ml,-3020680.0,20240.0,-3040920.0,60000,3,True
2023-06-25,chocolate,g,-66900.0,550.0,-67450.0,8000,5,True
2023-06-25,sugar,g,-282406.0,2140.0,-284546.0,10000,4,True
2023-06-26,coffee,g,-469282.0,2430.0,-471712.0,15000,7,True
2023-06-26,milk,ml,-3040920.0,15480.0,-3056400.0,60000,3,True
2023-06-26,chocolate,g,-67450.0,450.0,-67900.0,8000,5,True
2023-06-26,sugar,g,-284546.0,1527.0,-286073.0,10000,4,True
2023-06-27,coffee,g,-471712.0,2754.0,-474466.0,15000,7,True
2023-06-27,milk,ml,-3056400.0,16840.0,-3073240.0,60000,3,True
2023-06-27,chocolate,g,-67900.0,500.0,-68400.0,8000,5,True
2023-06-27,sugar,g,-286073.0,1718.5,-287791.5,10000,4,True
2023-06-28,coffee,g,-474466.0,2610.0,-477076.0,15000,7,True
2023-06-28,milk,ml,-3073240.0,14860.0,-3088100.0,60000,3,True
2023-06-28,chocolate,g,-68400.0,500.0,-68900.0,8000,5,True
2023-06-28,sugar,g,-287791.5,1624.0,-289415.5,10000,4,True
2023-06-29,coffee,g,-477076.0,2232.0,-479308.0,15000,7,True
2023-06-29,milk,ml,-3088100.0,11680.0,-3099780.0,60000,3,True
2023-06-29,chocolate,g,-68900.0,350.0,-69250.0,8000,5,True
2023-06-29,sugar,g,-289415.5,1327.0,-290742.5,10000,4,True
2023-06-30,coffee,g,-479308.0,3582.0,-482890.0,15000,7,True
2023-06-30,milk,ml,-3099780.0,25340.0,-3125120.0,60000,3,True
2023-06-30,chocolate,g,-69250.0,850.0,-70100.0,8000,5,True
2023-06-30,sugar,g,-290742.5,2321.5,-293064.0,10000,4,True
2023-07-01,coffee,g,-482890.0,3564.0,-486454.0,15000,7,True
2023-07-01,milk,ml,-3125120.0,23520.0,-3148640.0,60000,3,True
2023-07-01,chocolate,g,-70100.0,600.0,-70700.0,8000,5,True
2023-07-01,sugar,g,-293064.0,2212.5,-295276.5,10000,4,True
2023-07-02,coffee,g,-486454.0,3402.0,-489856.0,15000,7,True
2023-07-02,milk,ml,-3148640.0,20360.0,-3169000.0,60000,3,True
2023-07-02,chocolate,g,-70700.0,625.0,-71325.0,8000,5,True
2023-07-02,sugar,g,-295276.5,2135.0,-297411.5,10000,4,True
2023-07-03,coffee,g,-489856.0,2862.0,-492718.0,15000,7,True
2023-07-03,milk,ml,-3169000.0,19200.0,-3188200.0,60000,3,True
2023-07-03,chocolate,g,-71325.0,525.0,-71850.0,8000,5,True
2023-07-03,sugar,g,-297411.5,1749.5,-299161.0,10000,4,True
2023-07-04,coffee,g,-492718.0,2772.0,-495490.0,15000,7,True
2023-07-04,milk,ml,-3188200.0,17940.0,-3206140.0,60000,3,True
2023-07-04,chocolate,g,-71850.0,525.0,-72375.0,8000,5,True
2023-07-04,sugar,g,-299161.0,1735.0,-300896.0,10000,4,True
2023-07-05,coffee,g,-495490.0,2628.0,-498118.0,15000,7,True
2023-07-05,milk,ml,-3206140.0,13780.0,-3219920.0,60000,3,True
2023-07-05,chocolate,g,-72375.0,425.0,-72800.0,8000,5,True
2023-07-05,sugar,g,-300896.0,1623.5,-302519.5,10000,4,True
2023-07-06,coffee,g,-498118.0,2808.0,-500926.0,15000,7,True
2023-07-06,milk,ml,-3219920.0,15820.0,-3235740.0,60000,3,True
2023-07-06,chocolate,g,-72800.0,500.0,-73300.0,8000,5,True
2023-07-06,sugar,g,-302519.5,1771.5,-304291.0,10000,4,True
2023-07-07,coffee,g,-500926.0,5112.0,-506038.0,15000,7,True
2023-07-07,milk,ml,-3235740.0,30860.0,-3266600.0,60000,3,True
